EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1
57	15:08:33	1	0.0125	0.3152000580368371	0.5259457230567932	0.9209	0.9332	0.9270
58	15:08:57	2	0.0125	0.31882033728320025	0.5245214700698853	0.9302	0.9198	0.9250
59	15:09:21	3	0.0125	0.33163430837207825	0.5244799256324768	0.9209	0.9353	0.9280
60	15:09:46	4	0.0125	0.27432408826104526	0.5291252136230469	0.9338	0.9109	0.9222
61	15:10:11	1	0.0063	0.3322507918266387	0.5126873850822449	0.9287	0.9287	0.9287
62	15:10:37	2	0.0063	0.282606038810878	0.513776421546936	0.9292	0.9375	0.9333
63	15:11:02	3	0.0063	0.31206347587807426	0.5139440298080444	0.9292	0.9375	0.9333
64	15:11:27	4	0.0063	0.29829724980839367	0.515982985496521	0.9229	0.9353	0.9290
65	15:11:51	1	0.0031	0.2756924843736764	0.5173081755638123	0.9308	0.9308	0.9308
66	15:12:15	2	0.0031	0.2873942184037176	0.5147498846054077	0.9268	0.9330	0.9299
67	15:12:40	3	0.0031	0.3055632556306905	0.5177047848701477	0.9249	0.9353	0.9301
68	15:13:04	4	0.0031	0.2959928733521494	0.5141692757606506	0.9289	0.9330	0.9310
69	15:13:30	1	0.0016	0.2943414804236642	0.5149990320205688	0.9289	0.9330	0.9310
70	15:13:55	2	0.0016	0.2991931864927555	0.5147081613540649	0.9289	0.9330	0.9310
71	15:14:19	3	0.0016	0.2826191930678384	0.5148144960403442	0.9231	0.9375	0.9302
72	15:14:44	4	0.0016	0.2921836961317679	0.5163534879684448	0.9231	0.9375	0.9302
73	15:15:08	1	0.0008	0.28960181759863063	0.515550434589386	0.9231	0.9375	0.9302
74	15:15:32	2	0.0008	0.2617982509385409	0.5147592425346375	0.9267	0.9287	0.9277
75	15:15:57	3	0.0008	0.28270282210974856	0.5164944529533386	0.9272	0.9375	0.9323
76	15:16:21	4	0.0008	0.2919957899841769	0.5156975984573364	0.9251	0.9375	0.9313
77	15:16:46	1	0.0004	0.3064986292658181	0.5148077011108398	0.9270	0.9353	0.9311
78	15:17:10	2	0.0004	0.30741326921972734	0.5148085355758667	0.9289	0.9310	0.9299
79	15:17:35	3	0.0004	0.28086303302953985	0.514650285243988	0.9287	0.9287	0.9287
80	15:17:59	4	0.0004	0.2825659129062089	0.514979362487793	0.9287	0.9287	0.9287
81	15:18:23	1	0.0002	0.2724769756454846	0.5151964426040649	0.9289	0.9310	0.9299
82	15:18:47	2	0.0002	0.29563039733931934	0.5152089595794678	0.9290	0.9353	0.9321
83	15:19:11	3	0.0002	0.28226470960111455	0.5149136781692505	0.9289	0.9310	0.9299
84	15:19:36	4	0.0002	0.2903511755425355	0.5148608684539795	0.9289	0.9310	0.9299
