EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1
58	00:29:21	2	0.0008	0.39708096976729407	0.6014624238014221	0.8789	0.8768	0.8778
59	00:29:45	3	0.0008	0.39212360675784125	0.6010509133338928	0.8747	0.8768	0.8757
60	00:30:09	4	0.0008	0.394603843058365	0.6007094383239746	0.8768	0.8768	0.8768
61	00:30:33	1	0.0004	0.3871811045252759	0.6012208461761475	0.8768	0.8768	0.8768
62	00:30:57	2	0.0004	0.3996894826059756	0.6010467410087585	0.8747	0.8768	0.8757
63	00:31:21	3	0.0004	0.39513900768065796	0.600132167339325	0.8747	0.8768	0.8757
64	00:31:45	4	0.0004	0.3731283717181372	0.6001806855201721	0.8747	0.8768	0.8757
65	00:32:09	1	0.0002	0.3755115166954372	0.6000562906265259	0.8747	0.8768	0.8757
66	00:32:33	2	0.0002	0.39685164543165674	0.5998000502586365	0.8747	0.8768	0.8757
67	00:32:57	3	0.0002	0.3976508849772854	0.6003795862197876	0.8747	0.8768	0.8757
68	00:33:21	4	0.0002	0.38889105963534204	0.6002518534660339	0.8747	0.8768	0.8757
